"Depth_m","T_C","Salinity","Cond_uScm","EC25_uScm","Density_kgm3","Chla_ugL","Turbidity_FTU","DO_pc","DO_mgL","Lake"
7.8,10.979,0.213,0.3224,466.23,999.813,51.11,10.77,1.23,0.135,"Hs"
7.9,10.834,0.212,0.3195,464.188,999.827,37.16,10.38,1.14,0.125,"Hs"
8,10.691,0.212,0.3189,465.411,999.842,31.77,9.57,1.07,0.119,"Hs"
8.1,10.52,0.212,0.3176,466.075,999.859,26.81,8.63,0.94,0.104,"Hs"
8.2,10.395,0.212,0.3168,466.794,999.871,25.04,8.41,0.82,0.092,"Hs"
8.3,10.31,0.213,0.3169,468.221,999.88,24.36,8.39,0.73,0.081,"Hs"
8.4,10.258,0.213,0.3172,469.509,999.886,23.71,7.79,0.59,0.066,"Hs"
8.5,10.159,0.213,0.3162,469.502,999.895,22.67,7.92,0.53,0.059,"Hs"
8.6,10.121,0.213,0.3159,469.555,999.899,22.08,7.92,0.51,0.057,"Hs"
8.7,10.002,0.214,0.3159,471.449,999.911,21.04,7.68,0.46,0.052,"Hs"
8.8,9.941,0.214,0.3163,473.058,999.917,20.46,7.57,0.44,0.049,"Hs"
8.9,9.872,0.214,0.3159,473.516,999.924,19.82,7.51,0.38,0.043,"Hs"
9,9.813,0.215,0.3164,475.185,999.93,19.55,7.68,0.35,0.04,"Hs"
9.1,9.756,0.215,0.3162,475.803,999.936,19.63,8.06,0.32,0.036,"Hs"
9.2,9.74,0.216,0.3167,476.783,999.938,19.82,8.38,0.31,0.035,"Hs"
9.3,9.713,0.216,0.3173,478.017,999.941,19.76,8.38,0.29,0.032,"Hs"
9.4,9.68,0.217,0.3173,478.672,999.944,19.39,8.42,0.27,0.03,"Hs"
9.5,9.657,0.217,0.3172,478.773,999.947,19.32,8.41,0.26,0.029,"Hs"
9.6,9.619,0.217,0.317,479.114,999.951,19.16,8.31,0.25,0.029,"Hs"
9.7,9.593,0.217,0.3174,480.19,999.954,18.91,8.11,0.24,0.027,"Hs"
9.8,9.566,0.217,0.3173,480.486,999.956,18.82,8,0.23,0.026,"Hs"
9.9,9.533,0.218,0.3183,482.529,999.96,18.83,7.75,0.22,0.025,"Hs"
10,9.563,0.218,0.3187,482.585,999.958,18.77,7.15,0.19,0.021,"Hs"
10.1,9.54,0.218,0.3179,481.771,999.96,18.72,7.72,0.21,0.024,"Hs"
10.2,9.483,0.219,0.3186,483.724,999.966,18.94,8.35,0.21,0.024,"Hs"
10.3,9.537,0.218,0.3183,482.363,999.962,18.9,7.68,0.2,0.022,"Hs"
10.4,9.43,0.219,0.3187,484.687,999.972,18.69,8.79,0.2,0.023,"Hs"
10.5,9.423,0.219,0.3181,483.999,999.972,18.65,8.42,0.2,0.023,"Hs"
10.6,9.426,0.219,0.3185,484.462,999.973,18.42,8.31,0.18,0.02,"Hs"
10.7,9.42,0.219,0.3189,485.233,999.974,18.4,8.07,0.17,0.02,"Hs"
10.8,9.423,0.219,0.3184,484.471,999.974,18.39,7.35,0.17,0.02,"Hs"
10.9,9.41,0.219,0.3184,484.569,999.976,18.3,8.24,0.17,0.019,"Hs"
11,9.384,0.219,0.3186,485.308,999.978,18.06,8.34,0.16,0.019,"Hs"
11.1,9.397,0.219,0.3185,484.943,999.978,18.53,8.76,0.16,0.018,"Hs"
11.2,9.36,0.219,0.3185,485.548,999.981,18.16,8.67,0.17,0.019,"Hs"
11.3,9.296,0.22,0.3185,486.657,999.987,18.52,9.75,0.16,0.018,"Hs"
0,21.733,0.12,0.2334,251.468,997.924,0.93,1.17,115.51,10.093,"St"
0.1,21.729,0.121,0.2336,251.748,997.926,0.96,1.15,115.95,10.129,"St"
0.2,21.708,0.12,0.2329,251.087,997.93,0.96,1.25,116.24,10.151,"St"
0.3,21.694,0.12,0.2325,250.743,997.934,0.98,1.27,115.97,10.14,"St"
0.4,21.681,0.12,0.2324,250.704,997.937,0.96,1.21,116.09,10.153,"St"
0.5,21.657,0.12,0.2323,250.793,997.943,1.01,1.22,116.44,10.189,"St"
0.6,21.604,0.12,0.2323,251.089,997.955,1.03,1.24,116.56,10.203,"St"
0.7,21.592,0.121,0.2332,252.054,997.959,1.04,1.1,117.09,10.24,"St"
0.8,21.609,0.12,0.2325,251.266,997.955,1.11,1.14,117.13,10.243,"St"
0.9,21.583,0.121,0.2331,252.011,997.962,1.08,1.27,116.54,10.2,"St"
1,21.583,0.12,0.2324,251.342,997.962,1.25,1.46,116.68,10.211,"St"
1.1,21.585,0.12,0.2325,251.358,997.962,1.18,1.4,116.6,10.216,"St"
1.2,21.57,0.12,0.2323,251.257,997.966,1.18,1.45,116.7,10.228,"St"
1.3,21.554,0.12,0.2323,251.344,997.97,1.12,1.35,116.8,10.225,"St"
1.4,21.552,0.12,0.2324,251.502,997.971,1.07,1.29,116.54,10.211,"St"
1.5,21.53,0.12,0.232,251.202,997.976,1.13,1.22,116.64,10.218,"St"
1.6,21.527,0.12,0.2322,251.447,997.977,1.27,1.28,116.25,10.199,"St"
1.7,21.525,0.12,0.2324,251.671,997.978,1.33,1.49,116.31,10.202,"St"
1.8,21.501,0.12,0.2317,250.986,997.984,1.25,1.24,116.12,10.192,"St"
1.9,21.479,0.12,0.2318,251.311,997.989,1.16,1.18,116.18,10.205,"St"
2,21.464,0.12,0.2315,251.081,997.993,1.27,1.13,116.34,10.208,"St"
2.1,21.463,0.12,0.2314,250.954,997.993,1.33,1.28,116.08,10.201,"St"
2.2,21.464,0.12,0.2318,251.346,997.994,1.32,1.11,116.47,10.221,"St"
2.3,21.459,0.12,0.2313,250.811,997.995,1.38,1.21,116.11,10.198,"St"
2.4,21.455,0.12,0.2314,251.013,997.997,1.44,1.45,115.92,10.187,"St"
2.5,21.432,0.12,0.2312,250.86,998.002,1.49,1.4,116.18,10.204,"St"
2.6,21.426,0.12,0.2312,250.883,998.004,1.5,1.35,115.93,10.196,"St"
2.7,21.417,0.12,0.2314,251.163,998.006,1.58,1.22,116.18,10.2,"St"
2.8,21.423,0.12,0.231,250.771,998.005,1.57,1.32,115.99,10.194,"St"
2.9,21.41,0.12,0.2313,251.084,998.009,1.45,1.24,115.88,10.193,"St"
3,21.41,0.12,0.2309,250.692,998.009,1.58,1.24,115.97,10.184,"St"
3.1,21.403,0.12,0.2308,250.635,998.011,1.59,1.32,115.99,10.205,"St"
3.2,21.385,0.12,0.2308,250.771,998.016,1.72,1.36,115.74,10.19,"St"
3.3,21.377,0.12,0.2312,251.197,998.018,1.67,1.27,115.95,10.199,"St"
3.4,21.375,0.12,0.2306,250.634,998.019,1.77,1.35,115.66,10.177,"St"
3.5,21.371,0.12,0.2306,250.648,998.02,1.84,1.31,115.46,10.166,"St"
3.6,21.374,0.12,0.2307,250.665,998.02,1.87,1.25,115.36,10.151,"St"
3.7,21.365,0.12,0.2306,250.667,998.022,1.75,1.27,115.45,10.167,"St"
3.8,21.367,0.12,0.2306,250.606,998.022,1.78,1.33,115.38,10.163,"St"
3.9,21.369,0.12,0.2306,250.578,998.022,1.88,1.32,115.1,10.139,"St"
4,21.356,0.12,0.2306,250.66,998.025,1.84,1.31,115.31,10.157,"St"
4.1,21.356,0.12,0.2307,250.781,998.026,1.7,1.25,115.16,10.144,"St"
4.2,21.359,0.12,0.2306,250.697,998.026,1.73,1.22,115.1,10.131,"St"
4.3,21.362,0.12,0.2306,250.682,998.025,1.79,1.21,115.11,10.139,"St"
4.4,21.349,0.12,0.2307,250.888,998.029,1.7,1.18,114.9,10.114,"St"
4.5,21.348,0.12,0.2305,250.676,998.029,1.75,1.28,114.59,10.095,"St"
4.6,21.342,0.12,0.2305,250.707,998.031,1.7,1.28,114.65,10.104,"St"
4.7,21.348,0.12,0.2305,250.67,998.03,1.71,1.2,114.56,10.096,"St"
4.8,21.344,0.12,0.2305,250.607,998.032,1.75,1.29,114.5,10.091,"St"
4.9,21.35,0.12,0.2304,250.55,998.031,1.71,1.28,114.15,10.063,"St"
5,21.342,0.12,0.2304,250.611,998.033,1.78,1.27,114.19,10.069,"St"
5.1,21.334,0.12,0.2305,250.729,998.035,1.8,1.61,114.18,10.069,"St"
5.2,21.322,0.12,0.2306,250.868,998.038,1.72,1.24,114.12,10.059,"St"
5.3,21.319,0.12,0.2306,250.905,998.039,1.73,1.28,113.96,10.049,"St"
5.4,21.289,0.12,0.2307,251.246,998.047,1.75,1.28,113.64,10.03,"St"
5.5,21.288,0.12,0.2307,251.264,998.047,1.83,1.22,113.12,9.981,"St"
5.6,21.137,0.123,0.2364,258.303,998.083,2.04,1.27,113.22,10.04,"St"
5.7,20.494,0.127,0.2396,265.925,998.225,2.17,1.56,112.71,10.124,"St"
5.8,20.136,0.128,0.2401,268.9,998.301,2.27,1.42,111.46,10.056,"St"
5.9,19.957,0.129,0.2404,270.365,998.339,2.3,1.42,110.74,10.052,"St"
6,19.599,0.129,0.2403,272.691,998.413,2.48,1.39,110.39,10.102,"St"
6.1,18.979,0.131,0.2403,276.983,998.539,2.74,1.5,111.93,10.346,"St"
6.2,18.675,0.131,0.2381,276.536,998.598,2.8,1.64,112.95,10.518,"St"
6.3,18.072,0.13,0.2338,275.829,998.712,2.82,1.57,113.11,10.707,"St"
6.4,16.992,0.132,0.231,280.381,998.908,3.08,1.71,113.45,10.951,"St"
6.5,16.429,0.133,0.2302,283.69,999.006,2.96,1.75,115.07,11.213,"St"
6.6,16.135,0.132,0.2267,281.614,999.054,2.79,1.74,116.42,11.405,"St"
6.7,15.768,0.131,0.2239,280.967,999.114,2.7,1.84,117.75,11.647,"St"
6.8,15.055,0.135,0.2272,290.842,999.229,2.69,1.68,125.47,12.535,"St"
6.9,15.269,0.131,0.221,281.135,999.193,2.73,1.79,129.62,12.869,"St"
7,14.827,0.13,0.2173,279.906,999.26,2.8,2.17,133.05,13.398,"St"
7.1,14.229,0.131,0.2156,282.587,999.348,2.87,2.55,134.38,13.743,"St"
7.2,13.664,0.132,0.2148,286.202,999.428,2.98,3.02,137.16,14.171,"St"
7.3,13.4,0.13,0.2111,283.437,999.463,2.86,3.19,139.22,14.452,"St"
7.4,13.103,0.13,0.2085,282.407,999.501,2.85,3.62,140.64,14.738,"St"
7.5,12.665,0.13,0.207,284.076,999.557,2.94,3.7,142.65,15.086,"St"
7.6,12.214,0.132,0.2081,289.482,999.613,2.99,3.91,148.38,15.808,"St"
7.7,12.046,0.13,0.2033,284.393,999.631,2.93,3.86,149.9,16.073,"St"
7.8,11.679,0.13,0.2023,286.182,999.674,2.78,3.8,150.26,16.248,"St"
7.9,11.334,0.131,0.2027,289.862,999.712,2.84,3.81,153.13,16.648,"St"
8,11.136,0.131,0.2004,288.398,999.733,2.73,4.05,154.83,16.889,"St"
8.1,10.982,0.131,0.1998,288.921,999.749,2.65,4.04,154.87,16.978,"St"
8.2,10.956,0.131,0.2008,290.625,999.753,2.65,3.81,156.39,17.138,"St"
8.3,10.917,0.13,0.1992,288.573,999.757,2.65,4.2,156.82,17.223,"St"
8.4,10.676,0.131,0.1983,289.571,999.781,2.59,4.45,157.04,17.368,"St"
8.5,10.389,0.132,0.1995,294.013,999.811,2.45,4.68,157.98,17.545,"St"
8.6,10.298,0.131,0.1975,291.869,999.819,2.53,5.1,156.28,17.37,"St"
8.7,10.164,0.132,0.1973,292.899,999.832,2.37,4.91,155.83,17.411,"St"
8.8,10.156,0.132,0.1972,292.889,999.833,2.55,4.9,153.07,17.068,"St"
8.9,10.141,0.131,0.1966,292.051,999.834,2.7,5.31,152.78,17.04,"St"
9,9.872,0.132,0.1962,294.074,999.859,2.49,5.67,151.93,17.095,"St"
9.1,9.77,0.132,0.1955,294.057,999.868,2.56,6.3,150.57,16.924,"St"
9.2,9.641,0.133,0.1966,296.86,999.881,2.6,6.1,148.51,16.749,"St"
9.3,9.493,0.133,0.1958,297.209,999.893,2.84,6.83,146.73,16.615,"St"
9.4,9.517,0.132,0.1953,296.26,999.892,2.6,6.09,144.3,16.254,"St"
9.5,9.377,0.132,0.1945,296.364,999.903,2.78,7.09,143.33,16.297,"St"
9.6,9.186,0.132,0.1936,296.814,999.919,2.56,6.14,142.34,16.245,"St"
9.7,9.124,0.132,0.1934,297.194,999.924,2.58,6.3,141.2,16.164,"St"
9.8,9.059,0.132,0.1933,297.659,999.93,2.76,6.51,140.08,16.068,"St"
9.9,8.96,0.133,0.193,298.269,999.938,2.47,6.07,138.48,15.927,"St"
10,8.886,0.133,0.1926,298.376,999.944,2.49,6.16,137.48,15.829,"St"
10.1,8.829,0.133,0.1923,298.548,999.948,2.41,5.65,135.64,15.648,"St"
10.2,8.859,0.134,0.1939,300.609,999.947,2.3,4.93,129.42,14.871,"St"
10.3,8.915,0.133,0.1935,299.543,999.943,2.84,6.3,126.34,14.458,"St"
10.4,8.849,0.133,0.1924,298.506,999.948,2.96,6.72,126.3,14.521,"St"
10.5,8.767,0.132,0.1918,298.397,999.955,2.52,5.57,125.96,14.539,"St"
10.6,8.649,0.133,0.1915,299.105,999.964,2.23,4.8,125.37,14.531,"St"
10.7,8.529,0.133,0.1914,300.231,999.973,2.08,4.68,124.95,14.517,"St"
10.8,8.452,0.133,0.1915,301.06,999.979,2.14,4.68,124.28,14.453,"St"
10.9,8.381,0.133,0.1905,300.345,999.984,1.86,4.43,122.98,14.341,"St"
11,8.279,0.133,0.1898,300.184,999.991,1.84,3.99,121.88,14.243,"St"
11.1,8.159,0.133,0.1903,302.316,999.999,1.87,3.95,120.62,14.09,"St"
11.2,8.133,0.133,0.1891,300.608,1000.001,1.7,3.62,119.46,13.991,"St"
11.3,8.099,0.133,0.189,300.796,1000.004,1.73,3.74,118.82,13.944,"St"
11.4,8.031,0.133,0.1894,302.204,1000.009,1.76,3.99,118.32,13.908,"St"
11.5,8.004,0.133,0.1886,301.282,1000.01,1.8,3.88,117.86,13.84,"St"
11.6,7.99,0.133,0.1884,301.017,1000.012,1.66,3.41,117.38,13.816,"St"
11.7,7.933,0.133,0.1885,301.806,1000.016,1.61,3.34,116.72,13.765,"St"
11.8,7.869,0.133,0.189,303.332,1000.021,1.61,2.87,116.37,13.7,"St"
11.9,7.842,0.133,0.1881,302.231,1000.022,1.62,3.17,115.9,13.654,"St"
12,7.793,0.133,0.188,302.588,1000.026,1.58,3.03,114.83,13.58,"St"
12.1,7.77,0.134,0.1886,303.766,1000.028,1.73,2.63,113.62,13.395,"St"
12.2,7.747,0.133,0.1877,302.61,1000.029,1.59,2.91,112.63,13.324,"St"
12.3,7.686,0.133,0.1877,303.133,1000.033,1.49,2.92,112.05,13.292,"St"
12.4,7.606,0.134,0.1879,304.351,1000.039,1.55,2.71,111.17,13.199,"St"
12.5,7.552,0.134,0.1877,304.686,1000.042,1.43,2.45,110.32,13.116,"St"
12.6,7.516,0.134,0.1875,304.65,1000.045,1.37,2.32,108.98,12.981,"St"
12.7,7.462,0.134,0.1874,305.136,1000.048,1.33,2.2,108.02,12.89,"St"
12.8,7.4,0.134,0.1876,306.121,1000.052,1.51,2.56,106.4,12.702,"St"
12.9,7.461,0.134,0.1875,305.304,1000.049,1.39,2.23,102.02,12.159,"St"
13,7.408,0.134,0.1876,306.034,1000.053,1.34,2.32,101.2,12.089,"St"
13.1,7.348,0.134,0.1878,307.033,1000.057,1.34,2.32,100.27,11.998,"St"
13.2,7.306,0.135,0.188,307.802,1000.059,1.43,2.29,98.17,11.732,"St"
13.3,7.258,0.135,0.1876,307.717,1000.062,1.54,2.57,96.66,11.582,"St"
13.4,7.198,0.135,0.1876,308.346,1000.066,1.32,2.14,95.52,11.468,"St"
13.5,7.143,0.135,0.1877,309.186,1000.069,1.29,2.11,94.23,11.326,"St"
13.6,7.097,0.135,0.1879,310.081,1000.072,1.28,1.78,92.62,11.13,"St"
13.7,7.079,0.135,0.1876,309.689,1000.073,1.35,1.81,90.77,10.917,"St"
13.8,7.065,0.135,0.1876,309.851,1000.075,1.42,1.93,89.43,10.771,"St"
13.9,7.048,0.135,0.1878,310.418,1000.076,1.24,1.68,87.1,10.486,"St"
14,7.028,0.135,0.1876,310.29,1000.078,1.25,1.86,84.79,10.215,"St"
14.1,7.014,0.135,0.1876,310.434,1000.079,1.21,1.84,84.15,10.151,"St"
14.2,6.955,0.136,0.1876,311.156,1000.082,1.08,1.67,83.14,10.047,"St"
14.3,6.876,0.136,0.1876,312.075,1000.086,1.08,1.54,81.11,9.798,"St"
14.4,6.853,0.136,0.1876,312.206,1000.088,1.04,1.52,79.59,9.636,"St"
14.5,6.84,0.136,0.1876,312.389,1000.089,1.05,1.46,79.08,9.58,"St"
14.6,6.801,0.136,0.1877,312.988,1000.091,1.1,1.56,77.43,9.387,"St"
14.7,6.782,0.136,0.1876,313.031,1000.093,1.08,1.31,75.54,9.142,"St"
14.8,6.769,0.136,0.1875,313.046,1000.094,1.05,1.35,74.53,9.04,"St"
14.9,6.715,0.136,0.1875,313.748,1000.097,0.94,1.11,72.54,8.811,"St"
15,6.72,0.136,0.1874,313.484,1000.097,0.99,1.29,70.8,8.59,"St"
15.1,6.693,0.136,0.1873,313.62,1000.099,0.97,1.45,70.03,8.513,"St"
15.2,6.66,0.137,0.1875,314.293,1000.101,0.92,1.31,69.4,8.445,"St"
15.3,6.635,0.137,0.1875,314.677,1000.102,1.01,1.49,68.45,8.328,"St"
15.4,6.624,0.137,0.1873,314.393,1000.103,1,1.38,67.34,8.197,"St"
15.5,6.608,0.137,0.1872,314.368,1000.104,0.99,1.5,66.65,8.119,"St"
15.6,6.589,0.136,0.187,314.305,1000.105,0.95,1.56,65.87,8.031,"St"
15.7,6.556,0.137,0.1872,315.087,1000.107,0.94,1.24,64.24,7.829,"St"
15.8,6.535,0.137,0.1867,314.508,1000.109,0.9,1.32,63.58,7.756,"St"
15.9,6.492,0.137,0.1869,315.222,1000.111,0.9,1.28,62.75,7.665,"St"
16,6.476,0.137,0.1868,315.319,1000.112,0.89,1.22,60.97,7.441,"St"
16.1,6.449,0.137,0.1868,315.556,1000.114,0.82,1.22,60.53,7.399,"St"
16.2,6.425,0.137,0.1868,315.874,1000.115,0.83,1.17,59.98,7.342,"St"
16.3,6.402,0.137,0.187,316.482,1000.117,0.84,1.14,59,7.21,"St"
16.4,6.395,0.137,0.1867,316.125,1000.117,0.84,1.28,58.17,7.11,"St"
16.5,6.381,0.137,0.1868,316.338,1000.118,0.82,1.22,57.64,7.058,"St"
16.6,6.365,0.137,0.1868,316.663,1000.12,0.75,1.06,56.83,6.964,"St"
16.7,6.37,0.137,0.1868,316.466,1000.12,0.74,1.08,55.68,6.819,"St"
16.8,6.351,0.137,0.1866,316.372,1000.121,0.73,1.15,55.03,6.751,"St"
16.9,6.332,0.137,0.1866,316.644,1000.122,0.74,1.21,54.62,6.702,"St"
17,6.323,0.137,0.1868,317.039,1000.123,0.71,1.08,54.07,6.627,"St"
17.1,6.316,0.137,0.1865,316.723,1000.124,0.77,1.46,53.49,6.56,"St"
17.2,6.293,0.137,0.1865,316.955,1000.125,0.73,1.17,53.04,6.511,"St"
17.3,6.288,0.137,0.1864,316.886,1000.126,0.82,1.07,52.51,6.434,"St"
17.4,6.279,0.137,0.1861,316.405,1000.126,0.75,1.15,52.15,6.399,"St"
17.5,6.265,0.137,0.1858,316.164,1000.127,0.73,1.13,51.91,6.379,"St"
17.6,6.251,0.137,0.186,316.594,1000.128,0.73,1.14,51.64,6.35,"St"
17.7,6.27,0.137,0.1862,316.628,1000.128,0.7,1.04,50.82,6.236,"St"
17.8,6.248,0.137,0.1856,315.924,1000.129,0.69,1.1,50.53,6.209,"St"
17.9,6.229,0.137,0.1854,315.824,1000.13,0.7,1.18,50.32,6.192,"St"
18,6.216,0.137,0.1854,315.937,1000.131,0.67,1.13,50.14,6.172,"St"
18.1,6.199,0.137,0.1856,316.568,1000.133,0.72,1.57,50.02,6.15,"St"
18.2,6.19,0.137,0.1854,316.267,1000.133,0.65,1.29,49.75,6.12,"St"
18.3,6.184,0.137,0.1853,316.123,1000.134,0.68,1.33,49.57,6.102,"St"
18.4,6.182,0.137,0.1854,316.366,1000.135,0.64,1.17,49.41,6.082,"St"
18.5,6.165,0.137,0.1851,316.142,1000.135,0.75,1.77,49.1,6.037,"St"
18.6,6.161,0.137,0.185,315.967,1000.136,0.67,1.28,48.96,6.029,"St"
18.7,6.161,0.137,0.185,315.871,1000.136,0.72,1.17,48.73,6.006,"St"
18.8,6.154,0.137,0.185,315.955,1000.137,0.74,1.21,48.64,5.993,"St"
18.9,6.128,0.137,0.1849,316.24,1000.139,0.71,2.1,48.46,5.968,"St"
19,6.125,0.137,0.1849,316.175,1000.139,0.65,1.45,48.32,5.955,"St"
19.1,6.12,0.137,0.1849,316.183,1000.14,0.63,1.17,48.15,5.94,"St"
19.2,6.11,0.137,0.1848,316.188,1000.141,0.6,1.04,48.02,5.926,"St"
19.3,6.107,0.137,0.1848,316.202,1000.141,0.65,1.11,47.85,5.907,"St"
19.4,6.106,0.137,0.1847,316.117,1000.142,0.62,1.04,47.61,5.879,"St"
19.5,6.085,0.137,0.1846,316.235,1000.143,0.59,1.03,47.22,5.827,"St"
19.6,6.077,0.137,0.1847,316.377,1000.144,0.72,1.28,46.89,5.786,"St"
19.7,6.069,0.137,0.1847,316.485,1000.144,0.68,1.15,46.5,5.736,"St"
19.8,6.062,0.137,0.1845,316.301,1000.145,0.64,1.11,46.14,5.695,"St"
19.9,6.052,0.137,0.1845,316.305,1000.146,0.64,1.13,45.85,5.659,"St"
20,6.047,0.136,0.1844,316.2,1000.147,0.63,1.13,45.57,5.623,"St"
20.1,6.052,0.136,0.1843,316.044,1000.147,0.61,1.11,45.31,5.598,"St"
20.2,6.046,0.136,0.1844,316.238,1000.148,0.63,1.27,45.11,5.573,"St"
20.3,6.048,0.136,0.1844,316.174,1000.148,0.61,1.1,44.89,5.531,"St"
20.4,6.044,0.136,0.1842,316.018,1000.148,0.58,1.13,44.76,5.525,"St"
20.5,6.034,0.136,0.1843,316.175,1000.149,0.63,1.27,44.57,5.509,"St"
20.6,6.026,0.136,0.1843,316.305,1000.15,0.6,1.17,44.34,5.476,"St"
20.7,6.025,0.136,0.1842,316.246,1000.151,0.59,1.13,44.16,5.457,"St"
20.8,6.024,0.137,0.1844,316.637,1000.151,0.58,1.1,43.95,5.424,"St"
20.9,6.019,0.137,0.1844,316.554,1000.152,0.56,1.07,43.7,5.394,"St"
21,6.018,0.137,0.1843,316.496,1000.152,0.58,1.17,43.45,5.374,"St"
21.1,6.006,0.137,0.1844,316.69,1000.153,0.58,1.1,43.24,5.347,"St"
21.2,6.007,0.137,0.1844,316.703,1000.154,0.58,1.14,42.91,5.303,"St"
21.3,6.01,0.137,0.1842,316.459,1000.154,0.61,1.18,42.52,5.258,"St"
21.4,6.004,0.137,0.1843,316.606,1000.155,0.61,1.2,42.29,5.234,"St"
21.5,5.991,0.137,0.1844,316.884,1000.156,0.6,1.21,41.93,5.185,"St"
21.6,5.989,0.137,0.1843,316.735,1000.156,0.64,1.31,41.5,5.129,"St"
21.7,5.993,0.137,0.1842,316.576,1000.157,0.61,1.27,41.28,5.108,"St"
21.8,5.98,0.137,0.1843,316.817,1000.157,0.6,1.22,40.97,5.067,"St"
21.9,5.98,0.137,0.1841,316.582,1000.158,0.58,1.15,40.55,5.012,"St"
22,5.979,0.137,0.1841,316.601,1000.158,0.59,1.28,40.3,4.99,"St"
22.1,5.969,0.137,0.1843,317.007,1000.159,0.79,1.57,40.1,4.956,"St"
22.2,5.965,0.137,0.1841,316.829,1000.16,0.58,1.2,39.73,4.912,"St"
22.3,5.968,0.137,0.1841,316.72,1000.16,0.57,1.17,39.59,4.903,"St"
22.4,5.95,0.137,0.1843,317.234,1000.161,0.58,1.28,39.45,4.883,"St"
22.5,5.955,0.137,0.1841,316.861,1000.162,0.57,1.22,39.19,4.849,"St"
22.6,5.953,0.137,0.1841,316.916,1000.162,0.56,1.27,38.95,4.827,"St"
22.7,5.944,0.137,0.1842,317.161,1000.163,0.56,1.22,38.64,4.791,"St"
22.8,5.944,0.137,0.1842,317.172,1000.163,0.57,1.32,38.21,4.737,"St"
22.9,5.93,0.137,0.1842,317.303,1000.164,0.57,1.35,37.32,4.622,"St"
23,5.925,0.137,0.1842,317.429,1000.165,0.58,1.42,36.91,4.577,"St"
23.1,5.92,0.137,0.1843,317.564,1000.166,0.56,1.4,36.11,4.476,"St"
23.2,5.923,0.137,0.1842,317.479,1000.166,0.57,1.45,35.36,4.379,"St"
23.3,5.918,0.137,0.1842,317.563,1000.167,0.55,1.35,34.78,4.315,"St"
23.4,5.91,0.137,0.1842,317.646,1000.168,0.57,1.39,34.2,4.24,"St"
23.5,5.915,0.137,0.1842,317.597,1000.168,0.59,1.49,33.2,4.11,"St"
23.6,5.918,0.137,0.1843,317.661,1000.168,0.58,1.52,32.89,4.077,"St"
23.7,5.919,0.137,0.1844,317.825,1000.169,0.59,1.38,32.17,3.986,"St"
23.8,5.92,0.137,0.1843,317.592,1000.169,0.56,1.5,31.49,3.9,"St"
23.9,5.919,0.137,0.1844,317.768,1000.17,0.6,1.63,31.07,3.856,"St"
24,5.915,0.137,0.1845,317.958,1000.17,0.6,1.59,30.17,3.734,"St"
24.1,5.905,0.137,0.1843,317.866,1000.171,0.59,1.64,29.59,3.668,"St"
24.2,5.902,0.137,0.1844,318.033,1000.172,0.56,1.65,29.22,3.627,"St"
24.3,5.89,0.137,0.1844,318.215,1000.173,0.57,1.65,28.88,3.583,"St"
24.4,5.893,0.137,0.1846,318.387,1000.173,0.58,1.75,28.4,3.523,"St"
24.5,5.908,0.137,0.1846,318.283,1000.173,0.56,1.74,27.81,3.452,"St"
24.6,5.899,0.137,0.1847,318.548,1000.174,0.58,1.72,26.7,3.307,"St"
24.7,5.894,0.137,0.1848,318.77,1000.175,0.57,1.81,25.48,3.156,"St"
24.8,5.892,0.137,0.1847,318.743,1000.175,0.59,1.81,24.57,3.044,"St"
24.9,5.892,0.137,0.1848,318.791,1000.176,0.58,1.85,24.24,3.009,"St"
25,5.883,0.137,0.1849,319.086,1000.177,0.58,1.88,23.2,2.88,"St"
25.1,5.881,0.137,0.1849,319.156,1000.177,0.58,1.91,22.22,2.755,"St"
25.2,5.882,0.138,0.1849,319.165,1000.178,0.56,1.88,21.41,2.658,"St"
25.3,5.881,0.138,0.1849,319.194,1000.178,0.59,1.96,21.03,2.611,"St"
25.4,5.879,0.138,0.1849,319.224,1000.179,0.58,2,20.08,2.49,"St"
25.5,5.88,0.138,0.1849,319.217,1000.179,0.58,2,19.71,2.447,"St"
25.6,5.881,0.138,0.185,319.263,1000.18,0.59,2.11,19.15,2.378,"St"
25.7,5.884,0.138,0.185,319.193,1000.18,0.58,2.1,18.76,2.331,"St"
25.8,5.885,0.138,0.1851,319.501,1000.18,0.59,2.11,18.21,2.263,"St"
25.9,5.88,0.138,0.1852,319.72,1000.181,0.63,2.25,17.57,2.179,"St"
26,5.882,0.138,0.1852,319.71,1000.182,0.59,2.24,17.03,2.113,"St"
26.1,5.882,0.138,0.1852,319.573,1000.182,0.61,2.32,16.42,2.038,"St"
26.2,5.882,0.138,0.1852,319.582,1000.182,0.67,2.46,16.07,1.995,"St"
26.3,5.877,0.138,0.1851,319.579,1000.183,0.61,2.36,15.35,1.905,"St"
26.4,5.875,0.138,0.1851,319.52,1000.184,0.62,2.42,14.89,1.848,"St"
26.5,5.875,0.138,0.1851,319.575,1000.184,0.62,2.45,14.43,1.791,"St"
26.6,5.876,0.138,0.1851,319.547,1000.185,0.6,2.48,14.19,1.762,"St"
26.7,5.878,0.138,0.1851,319.525,1000.185,0.58,2.5,13.94,1.73,"St"
26.8,5.876,0.138,0.1851,319.534,1000.185,0.61,2.85,13.82,1.716,"St"
26.9,5.873,0.138,0.1852,319.66,1000.186,0.65,3.17,13.65,1.695,"St"
